campaign_id,click_rate
1889,0.11422377431699321
1890,0.2763771567934843
1891,0.134733391496182
1892,0.1584680083092307
1893,0.1414876960882261
1894,0.05664462684603497
1895,0.002812901136799717
1896,-0.006136277546116217
1897,0.028483102825791584
1898,0.05752501343364577
1899,0.04163981155068215
1900,0.04670749047463435
1901,0.0048840465951033515
1902,0.04223521172922514
1903,0.04307231592277504
1904,0.02964262086895155
1905,0.023157202512028303
1906,0.005763466116244245
1907,0.03131214042344256
1908,0.04310257598508496
1909,0.04784584147589677
1910,0.0340122215515102
1911,0.01551198324565229
1912,0.04749031214377228
1913,0.026113897080194234
1914,0.038798128519316674
1915,0.13102713788326364
1916,-0.003338959346858121
1917,0.129611614194599
1918,0.03001954110030993
1919,0.039626324851034386
1920,0.061649885585528155
1921,0.001682435802016817
1922,0.11622970775136764
1923,0.09218912985914315
1924,0.0637063709884444
1925,0.0018818844094813728
1926,-0.008682037228433949
1927,0.01014051341667243
1928,0.09322301486335982
1929,0.02457733282893994
1930,0.06952115681168121
1931,0.0258114103252707
1932,0.11835272999394966
1933,0.08330220421883294
1934,0.0623329944684876
1935,0.08281402789676963
1936,0.0392685184884219
1937,0.08984558808906978
1938,0.034941078187872406
1939,0.05191186089166425
1940,0.011997136644323142
1941,0.022082012669818345
1942,0.02769665754416597
1943,-0.029505480544559398
1944,0.021751850225428276
1945,0.05558306933290523
1946,0.01552815724245575
1947,-0.02086633085795425
1948,-0.0028356901248004773
1949,0.14570920471493592
1950,0.016173130971335624
1951,0.036868258557637354
1952,-0.005104587624684694
1953,0.030280919216075307
1954,0.023895863015011235
1955,-0.0007348145912704288
1956,0.0667903661891702
1957,0.0053070630010341804
1958,0.08151400506709641
1959,-0.005124280230447149
1960,0.1845338099516867
1961,0.0005582119698250357
1962,0.005577536599226864
1963,0.1161573597920823
1964,0.10499494344758944
1965,-0.003098584734610832
1966,0.0017411804491151359
1967,0.06145750245084867
1968,0.089527206795118
1969,0.013798000919307461
1970,0.012771072417546308
1971,0.08212676245807983
1972,0.011257855944138698
1973,0.012250037892722953
1974,0.10545470302622885
1975,0.07192390459205297
1976,0.03196980863995953
1977,0.02963373503040964
1978,0.036876080600324934
1979,0.016811762327185387
1980,0.026075344700597015
1981,0.06352089765909877
1982,0.008517719107020677
1983,0.011939679117428496
1984,0.08919047644582426
1985,0.07779368929128194
1986,0.0716896929456768
1987,-0.017108817089313326
1988,0.030118428273945494
1989,0.07545698766923103
1990,0.07709168946267121
1991,0.07709168946267121
1992,0.0009351493806895872
1993,0.013552367913206066
1994,0.028149002615771808
1995,0.006098375639354593
1996,0.06319129331518727
1997,0.02694958554949746
1998,0.09790504522026892
1999,0.09786451266180571
2000,0.03321286101387127
2001,0.11113446587508634
2002,0.0497040130916912
2003,-0.010507577615387308
2004,-0.0007807051348705935
2005,0.12960082055475003
2006,0.1051376089286856
2007,0.07160672599181774
2008,0.021418088412414944
2009,0.022740305059068176
2010,0.0496445462469129
2011,0.034369588296817646
2012,-0.007173047934002717
2013,0.012721363491623363
2014,0.052882216599903824
2015,0.03980974154026051
2016,0.0003029404296993332
2017,0.01690098933585742
2018,0.030525219397316762
2019,0.11979083289313318
2020,0.052529845708607276
2021,0.021404717380091545
2022,0.04211290918150003
2023,0.07371191243883762
2024,0.0742509505695382
2025,0.001323514384481965
2026,0.05916502333075433
2027,0.036289246106646175
2028,0.008916329937602843
2029,-0.00645950978719069
2030,0.07424902945711803
2031,0.032805362354784706
2032,0.03835212735023786
2033,0.187339240897033
2034,-0.0258945121120224
2035,0.05822468760789407
2036,0.07899731494381951
2037,0.02212615235133134
2038,0.011278769994210784
2039,0.034259237395011646
2040,0.12763399610978193
2041,0.21860025591196375
2042,0.009516848441636666
2043,0.04537010878478989
2044,0.005792023098301138
2045,0.008033877274331885
2046,0.03338615463961719
2047,0.017571793931166577
2048,0.0021767856416662
2049,0.020147799320933878
2050,0.12059532220509907
2051,-0.021772117008537914
2052,0.035050215832135925
2053,0.01172190619199467
2054,0.04334856223521282
2055,0.04451494261288822
2056,0.16629687809514948
2057,-0.019354122279031515
2058,-0.004238279769041203
2059,0.05167140898052809
2060,0.012811406315409574
2061,0.10553283404651949
2062,0.1405734768892043
2063,0.07197733900248371
2064,0.07167386466991299
2065,0.013349162531257609
2066,0.011788230089286492
2067,0.1343717391916745
2068,-0.02898683082902269
2069,0.057371926436496634
2070,0.11191514559337669
2071,0.04493682842043811
2072,0.0038728861246454666
2073,0.032851055735430124
2074,0.018386151727008374
2075,0.0032861707064137727
2076,0.07213949480043194
2077,0.16411832044876418
2078,0.09371092664468242
2079,0.04693895410788794
2080,0.13541318699987126
2081,0.07341593052540071
2082,0.0991520134551501
2083,0.09946058417245499
2084,0.11431805630941162
2085,0.04919278377934625
2086,0.016272082661936065
2087,0.10619695015999721
2088,0.06215219646904763
2089,0.06921832283072991
2090,0.025337984564728782
2091,0.049657635143353994
2092,0.034824507469694156
2093,0.13506207938172668
2094,0.1027847549507222
2095,0.06970412738172159
2096,0.065360467616637
2097,0.11350669833378878
2098,0.05516015811661022
2099,0.0957838797202949
2100,0.002417467629489106
2101,0.08328301244967751
2102,0.1558158087095114
2103,0.018082579574613282
2104,0.07779131030387287
2105,0.15442097049200365
2106,0.05986246870399155
2107,0.011148292842380295
2108,0.030482775871410437
2109,0.09684816185297344
2110,0.11783867186199325
2111,0.11499956645170793
2112,0.12361754429126554
2113,0.004131873695227481
2114,0.0008700674629392169
2115,0.036440317656984474
2116,0.06979421492341288
2117,0.003507654322953864
2118,0.023725497359500563
2119,-0.013155204574818002
2120,-0.015306757235323966
2121,0.05601147672265998
2122,0.02890566040223745
2123,0.004349698021501952
2124,0.03762349173204128
2125,0.018594228315488993
2126,0.06433203677126328
2127,0.015219797699921035
2128,0.009787874196866803
2129,0.011738226743288692
2130,0.08579857171137545
2131,-0.006268737657108517
2132,0.007906320215822403
2133,0.039023316319603416
2134,0.006923789849829463
2135,0.0034160688409475837
2136,-0.0028754661975409143
2137,0.008651524465605819
2138,0.02757725372789
2139,0.009026299737469948
2140,0.01838799017464223
2141,0.047688743744715933
2142,0.1392915100380071
2143,0.03570911570538818
2144,0.01436777177779212
2145,0.03271303934262833
2146,0.015176994817643067
2147,0.0035256460175873833
2148,0.055029091346247935
2149,0.03415384096922334
2150,0.012146071458007963
2151,0.12480677550882785
2152,0.01471856081539907
2153,0.02111775336517411
2154,0.010407971162138194
2155,0.11697660565903369
2156,0.013567370414610737
2157,0.0018209292974023517
2158,0.014165731582309684
2159,0.07229387428400377
2160,0.03460801935265152
2161,0.058633933643359504
2162,0.19820942993473095
2163,0.006960033101686337
2164,0.06917254480649959
2165,0.07224577810148076
2166,0.05735304902091107
2167,0.0380222863037053
2168,0.01931433704914527
2169,0.04505507676906184
2170,0.08488128275438392
2171,0.017954151821769467
2172,0.06911619552849253
2173,0.029421421529045384
2174,0.016355405280664016
2175,-0.007384062478091681
2176,0.013800505274377227
2177,0.033914209745166915
2178,0.024241350858096207
2179,0.09622229297232301
2180,0.061326183446811504
2181,0.019906139097737464
2182,0.02041338813843662
2183,0.1790591563825089
2184,0.12371396884107538
2185,0.014969760715394409
2186,0.031442634888452205
2187,0.031296490886202934
2188,0.15894755446385436
2189,0.01870231825048617
2190,0.07288492484740935
2191,0.09121108818176843
2192,0.040774221141078364
2193,-0.007202759979008433
2194,0.009053197728098872
2195,0.01779195259448563
2196,0.09023786634368086
2197,0.2076164651092063
2198,0.0069698480981262925
2199,0.06348887569262578
2200,0.08215987534320603
2201,0.0673681867026408
2202,0.05685346731781002
2203,0.01488667116448562
2204,0.08974407662582021
2205,0.17959251232830878
2206,0.20210859734379405
2207,0.020457554834474246
2208,0.01682583522700912
2209,0.025679029783118992
2210,0.03598310684065742
2211,0.059578841245265975
2212,0.003908251732903753
2213,0.010562327574040228
2214,0.014720060967550887
2215,0.0022793290415911993
2216,-0.00544864914122057
2217,0.11568291259100251
2218,0.0042431805754483826
2219,0.06191192413552063
2220,0.011256349909619275
2221,0.012085244630643439
2222,0.017363011990636914
2223,0.03564510080112099
2224,0.05243435156445543
